timestamp,room_id,temperature_c,humidity_percent,noise_level_db,light_intensity_lux,air_quality_index,motion_detected,door_open,water_usage_liters,electricity_usage_watts,service_response_time_min,service_request_count,service_quality_score
2024-01-01 00:00:00,R243,20.630360253893887,37.779245834496564,85.71047492101982,295.9614838536736,39.92842310572607,0,0,3.090714790338309,372.3603435734843,33.18275924483549,4,72.28575491831783
2024-01-01 00:01:00,R223,19.703837139473805,46.440104777286095,35.35364216350982,583.1828149197943,92.32882010830564,0,0,2.547309424366785,365.2287050850832,43.938356628871674,0,60.8661521926862
2024-01-01 00:02:00,R203,19.39583771506615,30.575400412819356,28.210594793626605,682.8763965934567,105.66494317950281,1,0,6.024294870607305,233.1540720463768,49.95769699113525,4,60.81769434922003
2024-01-01 00:03:00,R188,22.1741146011338,64.45903893981404,27.524036505390022,680.1392528295808,62.12572235877238,1,0,27.093834833513906,482.95569597941875,59.62500341638651,3,67.97860295116332
2024-01-01 00:04:00,R116,22.21976878683548,77.52626169830384,54.22658380078933,262.01357174810744,29.297990580083326,0,0,1.4710593297912586,233.71870610211985,36.07620645734217,2,77.47430922346611
2024-01-01 00:05:00,R246,22.625261670959755,36.07481041789964,30.262237273882278,128.30550240981216,72.99317104960062,0,0,27.672501907733363,491.30329339950623,44.72545422064342,4,69.0080483162077
2024-01-01 00:06:00,R129,22.41400627337264,60.79981498733173,35.967565704762684,830.1764231291147,100.28090924685782,1,1,11.641680713397756,165.64912242982658,39.93203088383099,4,64.50258421366479
2024-01-01 00:07:00,R224,31.058809518651373,58.60114820027577,32.844764950288194,531.4500816766479,92.53708166451403,0,1,11.10832873105761,432.58313442438964,1.596456690432908,4,78.19951712873268
2024-01-01 00:08:00,R135,29.50250074087207,55.06671823474133,22.1669889100401,405.40015888064573,115.01981143881831,1,0,6.651019440917328,290.254830191608,34.45273551726861,1,60.63734975369511
2024-01-01 00:09:00,R148,18.104677976432257,62.80648718928359,37.0242653150127,526.0845709721199,61.079537705272074,0,1,29.50042709994194,351.6739683802176,48.02466954604448,4,68.885942099227
2024-01-01 00:10:00,R178,25.70898991081207,42.7385016428025,71.31123931523516,131.75974609447002,83.39922794738814,1,1,25.38585955065202,248.0669347825176,48.19583789411832,0,57.64205120063722
2024-01-01 00:11:00,R162,29.835685735629426,33.57210140590832,59.638575429167794,525.2862642745438,117.39989007877546,0,1,3.9700471484918296,303.7352431511276,7.6319190785132465,4,65.80311854440323
2024-01-01 00:12:00,R106,30.76049294470343,48.4219944821033,37.63531656629431,207.79745821492534,62.61336702900316,0,0,23.55634439957497,491.59969629453553,20.431009305015674,1,78.91011628529233
2024-01-01 00:13:00,R213,20.667012525361827,78.3924598416292,42.064495122097924,468.59318263935575,115.98631649237458,1,1,29.64124366858087,450.48554791729117,29.807747346227373,2,57.75638351029667
